Fecha,Cantidad,tend,ciclo
2015-02-25,122,82.9025041162421,39.0974958837579
2015-02-26,86,82.5970017839372,3.402998216062798
2015-02-27,125,82.18487715614165,42.81512284385835
2015-02-28,82,81.68598513992143,0.31401486007857216
2015-03-01,55,81.14694009411987,-26.14694009411987
2015-03-02,81,80.61455263686786,0.385447363132144
2015-03-03,91,80.11929154873741,10.880708451262592
2015-03-04,24,79.6918665149025,-55.6918665149025
2015-03-05,60,79.36978766331913,-19.36978766331913
2015-03-06,81,79.15575770537156,1.8442422946284438
2015-03-07,83,79.04037323515436,3.9596267648456376
2015-03-08,72,79.01538349819633,-7.015383498196329
2015-03-09,64,79.07501250675422,-15.07501250675422
2015-03-10,81,79.20909965839847,1.7909003416015281
2015-03-11,94,79.39806246788278,14.60193753211722
2015-03-12,77,79.62343776267437,-2.623437762674371
2015-03-13,95,79.87588858119798,15.124111418802016
2015-03-14,76,80.1444383132767,-4.144438313276694
2015-03-15,66,80.4275629183703,-14.427562918370299
2015-03-16,77,80.7211480819928,-3.7211480819927942
2015-03-17,70,81.01206226283419,-11.012062262834192
2015-03-18,81,81.2848482020332,-0.2848482020332028
2015-03-19,92,81.51716610181424,10.48283389818576
2015-03-20,115,81.68649813427544,33.31350186572456
2015-03-21,87,81.7768782427013,5.223121757298699
2015-03-22,60,81.79316130904243,-21.793161309042432
2015-03-23,62,81.74346666634781,-19.743466666347814
2015-03-24,132,81.62229292184827,50.37770707815173
2015-03-25,99,81.41179901610812,17.58820098389188
2015-03-26,87,81.12562995661557,5.874370043384431
2015-03-27,88,80.78842337647379,7.211576623526213
2015-03-28,76,80.42848839006307,-4.428488390063066
2015-03-29,55,80.0786413471534,-25.078641347153393
2015-03-30,69,79.768930792271,-10.768930792270993
2015-03-31,67,79.51373111910019,-12.513731119100186
2015-04-01,48,79.32068613958006,-31.32068613958006
2015-04-02,105,79.18961858370037,25.810381416299634
2015-04-03,102,79.1007757526135,22.8992242473865
2015-04-04,61,79.0505364358571,-18.050536435857097
2015-04-05,118,79.04959143812337,38.95040856187663
2015-04-06,69,79.0973499788322,-10.097349978832199
2015-04-07,70,79.21756528275463,-9.217565282754634
2015-04-08,60,79.427679730925,-19.427679730924993
2015-04-09,76,79.7393747260758,-3.739374726075795
2015-04-10,34,80.15218937110781,-46.15218937110781
2015-04-11,80,80.663325659718,-0.663325659717998
2015-04-12,93,81.2411404672464,11.758859532753604
2015-04-13,98,81.85357609049572,16.14642390950428
2015-04-14,78,82.47592411347662,-4.475924113476623
2015-04-15,97,83.09356763514319,13.906432364856812
2015-04-16,80,83.6890923018785,-3.689092301878503
2015-04-17,94,84.25377528029372,9.746224719706277
2015-04-18,77,84.77658805431122,-7.776588054311219
2015-04-19,60,85.25259349830328,-25.252593498303284
2015-04-20,97,85.6719941191082,11.328005880891794
2015-04-21,99,86.00920955262791,12.990790447372092
2015-04-22,107,86.24573943843987,20.75426056156013
